K01184.01,,1177.0
K01214.01,Kepler-793 b,1177.0
K02016.01,Kepler-1054 b,1177.0
K02367.01,,1177.0
K02820.01,Kepler-1357 b,1177.0
K03850.01,,1177.0
K04686.01,,1177.0
K06557.01,,1177.0
K07503.01,,1177.0
K00517.01,Kepler-585 b,1178.0
K02564.02,,1178.0
K04904.01,,1178.0
K07106.01,,1178.0
K00511.02,Kepler-173 b,1179.0
K02008.01,,1179.0
K02452.01,,1179.0
K03910.01,,1179.0
K03956.01,,1179.0
K06933.01,,1179.0
K07473.01,,1179.0
K02352.01,Kepler-381 c,1180.0
K03225.01,,1180.0
K03860.01,,1180.0
K03919.01,,1180.0
K05515.01,,1180.0
K06658.01,,1180.0
K06672.01,,1180.0
K06807.01,,1180.0
K06878.01,,1180.0
K00361.01,Kepler-537 b,1181.0
K00493.01,,1181.0
K04422.01,,1181.0
K00407.01,,1182.0
K00911.01,Kepler-722 b,1182.0
K01605.01,,1182.0
K02777.01,,1182.0
K03564.01,,1182.0
K07150.01,,1182.0
K07772.01,,1182.0
K02439.01,Kepler-1239 b,1183.0
K02480.01,,1183.0
K02623.01,Kepler-1293 b,1183.0
K03041.01,,1183.0
K04744.01,,1183.0
K05174.01,,1183.0
K07049.01,,1183.0
K01110.02,,1184.0
K04850.01,,1184.0
K06023.01,,1184.0
K00195.01,Kepler-426 b,1185.0
K00244.02,Kepler-25 b,1185.0
K03915.01,,1185.0
K06187.01,,1185.0
K01445.01,Kepler-853 b,1187.0
K02583.01,,1187.0
K03585.01,,1187.0
K02347.01,Kepler-1203 b,1188.0
K03627.01,,1189.0
K04395.01,,1189.0
K02458.02,Kepler-1245 c,1190.0
K03695.01,,1190.0
K06061.01,,1190.0
K07505.01,,1190.0
K02383.01,Kepler-1216 b,1191.0
K03561.01,,1191.0
K06630.01,,1191.0
K07046.01,,1191.0
K07644.01,,1191.0
K01502.01,,1192.0
K01629.01,Kepler-914 b,1192.0
K03816.01,,1192.0
K04077.01,,1192.0
K07832.01,,1192.0
K06813.01,,1193.0
K00928.01,,1194.0
K02732.01,Kepler-403 b,1194.0
K02801.01,,1194.0
K03019.01,,1194.0
K03735.01,,1194.0
K07135.01,,1194.0
K07652.01,,1194.0
K00325.01,,1195.0
K01692.02,Kepler-314 b,1195.0
K02258.01,,1195.0
K02619.01,Kepler-1292 b,1195.0
K06126.01,,1195.0
K00262.01,Kepler-50 b,1196.0
K01698.01,,1196.0
K02011.01,Kepler-348 b,1196.0
K02127.01,,1196.0
K01028.01,,1197.0
K01332.02,Kepler-288 b,1197.0
K06093.01,,1197.0
K06663.01,,1197.0
K06764.01,,1197.0
K01956.01,,1198.0
K00279.03,Kepler-450 d,1199.0
K03110.01,Kepler-1429 b,1199.0
K03111.02,,1199.0
K06731.01,,1199.0
K00221.01,Kepler-495 b,1200.0
K00336.01,,1200.0
K01161.03,Kepler-272 b,1200.0
K00343.01,Kepler-142 c,1201.0
K01834.01,,1201.0
K03743.01,,1201.0
K06750.01,,1201.0
K00726.01,,1202.0
K01742.01,,1202.0
K04347.01,Kepler-1592 b,1202.0
K06062.01,,1202.0
K06312.01,,1202.0
K06387.01,,1202.0
K00380.01,,1203.0
K02638.01,,1203.0
K04421.01,,1203.0
K04714.01,,1203.0
K06789.01,,1203.0
K00046.02,Kepler-101 c,1204.0
K06300.01,,1204.0
K06510.01,,1204.0
K06779.01,,1204.0
K02919.01,,1205.0
K04524.03,,1205.0
K04569.01,,1205.0
K06030.01,,1205.0
K06711.01,,1205.0
K00112.02,Kepler-466 c,1206.0
K00992.02,,1206.0
K04675.01,,1206.0
K06054.01,,1206.0
K06613.01,,1206.0
K04021.01,,1207.0
K06936.01,,1207.0
K00710.02,Kepler-217 c,1208.0
K05717.01,,1208.0
K07361.01,,1208.0
K00301.01,Kepler-135 b,1209.0
K01163.01,Kepler-273 b,1209.0
K02297.01,,1209.0
K03060.01,Kepler-1421 b,1209.0
K03798.01,,1209.0
K00229.01,Kepler-497 b,1210.0
K03834.01,,1210.0
K04588.01,,1210.0
K06198.01,,1210.0
K00288.01,,1211.0
K01090.01,,1211.0
K01903.01,,1211.0
K01966.01,,1211.0
K02260.01,Kepler-1163 b,1211.0
K02720.01,,1211.0
K03763.01,,1211.0
K07545.01,,1211.0
K00053.01,,1212.0
K00931.01,Kepler-731 b,1212.0
K01336.04,,1212.0
K01363.01,Kepler-291 b,1212.0
K02798.01,Kepler-1351 b,1212.0
K03092.01,,1212.0
K03095.01,,1212.0
K03403.02,,1212.0
K04602.01,,1212.0
K06567.01,,1212.0
K00220.01,Kepler-119 b,1213.0
K02561.01,Kepler-1278 b,1213.0
K02730.01,Kepler-1328 b,1214.0
K03506.01,,1214.0
K01337.01,Kepler-821 b,1215.0
K02678.02,,1215.0
K03184.02,,1215.0
K04577.02,,1215.0
K05525.01,,1215.0
K02859.02,Kepler-1371 c,1216.0
K00240.01,Kepler-502 b,1217.0
K01526.01,Kepler-881 b,1217.0
K01965.01,Kepler-1028 b,1217.0
K06788.01,,1217.0
K07015.01,,1217.0
K01626.01,Kepler-912 b,1218.0
K06236.01,,1218.0
K00395.01,,1219.0
K00767.01,Kepler-670 b,1219.0
K02785.01,Kepler-1344 b,1219.0
K06230.01,,1219.0
K01750.02,,1220.0
K04145.01,,1220.0
K06375.01,,1220.0
K00863.01,Kepler-708 b,1221.0
K03615.01,,1221.0
K03623.01,,1221.0
K04143.01,,1221.0
K06155.01,,1221.0
K06388.01,,1221.0
K06696.01,,1221.0
K00761.01,,1222.0
K02534.02,,1222.0
K04212.01,Kepler-1569 b,1222.0
K06468.01,,1223.0
K03731.01,,1224.0
K02169.04,,1225.0
K03884.01,,1225.0
K04180.01,,1225.0
K06063.01,,1225.0
K07030.01,,1225.0
K00191.02,,1226.0
K03120.01,Kepler-1433 b,1226.0
K04481.01,,1226.0
K04207.01,,1227.0
K04554.01,,1228.0
K06132.02,Kepler-1640 b,1228.0
K07598.01,,1228.0
K02846.01,,1229.0
K02991.01,,1229.0
K03548.01,,1229.0
K04538.01,,1229.0
K01511.01,Kepler-872 b,1230.0
K02884.01,,1230.0
K03112.01,,1230.0
K07082.01,,1230.0
K00609.01,,1231.0
K01130.01,,1231.0
K01341.01,Kepler-824 b,1231.0
K03022.01,,1231.0
K01065.01,,1232.0
K03420.01,,1232.0
K04865.01,,1232.0
K07645.01,,1232.0
K02637.01,,1233.0
K03648.01,,1233.0
K03776.01,,1233.0
K05985.01,,1233.0
K00843.01,Kepler-696 b,1234.0
K03960.01,,1234.0
K04194.01,Kepler-1565 b,1234.0
K07159.01,,1234.0
K07197.01,,1234.0
K07595.01,,1235.0
K01493.01,,1236.0
K02789.01,Kepler-1346 b,1236.0
K04058.01,,1236.0
K04383.01,Kepler-1598 b,1236.0
K07121.01,,1236.0
K07142.01,,1236.0
K07950.01,,1236.0
K00569.02,Kepler-185 b,1237.0
K00941.02,Kepler-257 b,1237.0
K04129.01,,1237.0
K07871.01,,1237.0
K02783.01,,1238.0
K02995.01,Kepler-1403 b,1238.0
K03344.02,Kepler-1471 b,1238.0
K03619.01,,1238.0
K01338.01,Kepler-822 b,1239.0
K01571.01,,1239.0
K00497.02,Kepler-168 b,1240.0
K06671.01,,1240.0
K07007.01,,1240.0
K07502.01,,1241.0
K01127.03,,1242.0
K02278.02,Kepler-376 b,1242.0
K03209.01,,1242.0
K03565.01,,1242.0
K00186.01,Kepler-485 b,1243.0
K00766.01,Kepler-669 b,1243.0
K04510.01,Kepler-1611 b,1243.0
K05524.01,,1243.0
K06622.01,,1243.0
K07288.01,,1243.0
K00572.02,Kepler-187 b,1244.0
K00619.01,,1244.0
K02330.01,,1244.0
K02566.01,,1244.0
K02742.01,Kepler-1331 b,1244.0
K04614.01,,1244.0
K06083.01,,1244.0
K01636.01,,1245.0
K00085.01,Kepler-65 c,1246.0
K00727.01,,1246.0
